RecordId,ClosedYear,MonthOccurrence,County,NCIC,TotalNumberOfVictims,TotalNumberOfIndividualVictims,SuspectsRaceAsAGroup,TotalNumberOfSuspects,MostSeriousUcr,MostSeriousUcrType,MostSeriousLocation,MostSeriousBias,MostSeriousBiasType,MostSeriousVictimType,WeaponType,Offensive_Act,IsMultipleBias,TotalNumberOfIndividualVictimsAdult,TotalNumberOfIndividualVictimsJuvenile,TotalNumberOfSuspectsAdult,TotalNumberOfSuspectsJuvenile,SuspectsEthnicityAsAGroup
CA00-0000032518,2018,11,37,3705,1,1,White,1,Intimidation,Violent Crimes,Jail/Prison,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,
CA00-0000032519,2018,12,19,1942,1,0,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Multiple Religions (Group),Religion,Business,Unknown,Other,,0,0,1,0,Unknown
CA00-0000032520,2018,11,10,1005,1,1,Unknown,1,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,,1,0,0,1,Hispanic or Latino
CA00-0000032521,2018,11,1,102,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,
CA00-0000032522,2018,11,10,1005,2,2,White,1,Larceny-Theft,Property Crimes,Convenience Store,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,,2,0,0,1,
CA00-0000032523,2018,11,30,3016,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Other/Unknown,Anti-Multiple Races (Group),Race/Ethnicity/Ancestry,Business,,Graffiti,,0,0,0,0,Unknown
CA00-0000032524,2018,11,10,1005,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Rental Storage Facility,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000032525,2018,12,19,1942,1,1,Unknown,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Other,,1,0,1,0,Hispanic or Latino
CA00-0000032526,2018,11,37,3702,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Protestant,Religion,Religious,"Personal weapons (hands, feet, teeth, etc.)",Graffiti,,0,0,0,0,Unknown
CA00-0000032527,2018,12,19,1942,1,1,White,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000032528,2018,11,41,4120,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,Unknown,Daubing of swastika,,1,0,0,0,Unknown
CA00-0000032529,2018,11,41,4120,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,Unknown,Daubing of swastika,,1,0,0,0,Unknown
CA00-0000032530,2018,11,56,5608,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Other,,1,0,0,0,Unknown
CA00-0000032531,2018,10,43,4316,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Threatening letters/flyers/email,,1,0,1,0,Not Hispanic or Latino
CA00-0000032532,2018,11,33,3311,2,2,Unknown,3,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,2,0,3,0,Hispanic or Latino
CA00-0000032533,2018,11,43,4313,1,1,Unknown,2,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,2,0,Unknown
CA00-0000032534,2018,11,43,4313,2,2,White,1,Simple Assault,Violent Crimes,Restaurant,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,1,1,0,Not Hispanic or Latino
CA00-0000032535,2018,12,19,1942,1,1,Unknown,1,Aggravated Assault,Violent Crimes,Other/Unknown,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,Unknown
CA00-0000032536,2018,11,43,4300,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Jewish,Religion,Business,,Daubing of swastika,,0,0,0,0,Unknown
CA00-0000032537,2018,4,19,1942,1,1,White,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,Unknown,Graffiti,,1,0,1,0,Unknown
CA00-0000032538,2018,11,43,4313,1,1,Native Hawaiian or Other Pacific Islander,1,Aggravated Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000032539,2018,11,19,1942,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Jewish,Religion,Person,Unknown,Graffiti,,1,0,1,0,Not Hispanic or Latino
CA00-0000032540,2018,11,19,1942,1,0,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Business,Unknown,Graffiti,,0,0,1,0,Unknown
CA00-0000032541,2018,11,19,1942,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,Vehicle,Verbal slurs,,1,0,1,0,Unknown
CA00-0000032542,2018,1,34,3400,1,1,Black or African American,1,Intimidation,Violent Crimes,School-Elementary/Secondary,Anti-White,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,
CA00-0000032543,2018,3,34,3400,1,1,Asian,1,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Verbal slurs,,1,0,1,0,
CA00-0000032544,2018,6,34,3400,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Department/Discount Store,Anti-Jewish,Religion,Business,,Daubing of swastika,,0,0,0,0,Unknown
CA00-0000032545,2018,6,34,3400,1,1,White,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Arab,Race/Ethnicity/Ancestry,Person,,Graffiti,,1,0,1,0,
CA00-0000032546,2018,12,19,1942,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Damage to vehicle,,1,0,1,0,Not Hispanic or Latino
CA00-0000032547,2018,12,19,1942,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,1,0,1,0,Unknown
CA00-0000032548,2018,12,19,1942,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Handgun,Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000032549,2018,12,19,1913,1,1,Unknown,0,Larceny-Theft,Property Crimes,School-College/University,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Person,,Other,,1,0,0,0,Unknown
CA00-0000032550,2018,2,48,4800,1,1,Group of Multiple Races,1,Aggravated Assault,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,1,0,1,0,Hispanic or Latino
CA00-0000032551,2018,11,44,4400,1,1,White,1,Simple Assault,Violent Crimes,Jail/Prison,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000032552,2018,7,57,5701,1,1,White,1,Simple Assault,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,1,0,1,0,
CA00-0000032553,2018,11,19,191R,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Other,,1,0,0,0,Unknown
CA00-0000032554,2018,12,19,1942,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Verbal slurs,,1,0,1,0,Unknown
CA00-0000032555,2018,11,40,4006,1,1,Unknown,1,Simple Assault,Violent Crimes,Field/Woods/Park,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Rock throwing,,1,0,1,0,Unknown
CA00-0000032556,2018,12,40,4006,1,1,Group of Multiple Races,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,1,0,1,0,Hispanic or Latino
CA00-0000032557,2018,12,19,1942,1,1,White,1,Aggravated Assault,Violent Crimes,Hotel/Motel/etc.,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Other,,1,0,1,0,Not Hispanic or Latino
CA00-0000032558,2018,10,19,1942,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Grocery/Supermarket,Anti-Transgender,Gender Nonconforming,Person,Handgun,Other,,1,0,1,0,Unknown
CA00-0000032559,2018,12,19,1942,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Hotel/Motel/etc.,Anti-Asian,Race/Ethnicity/Ancestry,Business,"Blunt object (blugeon, club, etc.)",Other,,0,0,1,0,Not Hispanic or Latino
CA00-0000032560,2018,12,19,1942,1,1,White,1,Aggravated Assault,Violent Crimes,Hotel/Motel/etc.,Anti-Asian,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Other,,1,0,1,0,Not Hispanic or Latino
CA00-0000032561,2018,12,19,1942,1,1,White,2,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,Unknown,Verbal slurs,,1,0,2,0,Not Hispanic or Latino
CA00-0000032562,2018,12,19,1942,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Other,,1,0,1,0,Not Hispanic or Latino
CA00-0000032563,2018,12,37,37A3,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Daubing of swastika,,2,0,0,0,Unknown
CA00-0000032564,2018,11,37,37A4,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Parking Lot/Garage,Anti-Jewish,Religion,Person,,Daubing of swastika,,1,0,0,0,Unknown
CA00-0000032565,2018,12,37,3700,1,1,Group of Multiple Races,3,Simple Assault,Violent Crimes,Jail/Prison,Anti-Lesbian/Gay/Bisexual or Transgender (Mixed Group),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,1,0,3,0,Group of Multiple Ethnicities
CA00-0000032566,2018,12,37,37A2,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Graffiti,,2,0,0,0,Unknown
CA00-0000032567,2018,12,19,1942,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000032568,2018,12,19,1942,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,,Graffiti,,1,0,1,0,Unknown
CA00-0000032569,2018,12,19,1942,1,1,Black or African American,1,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,,Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000032570,2018,12,19,1942,1,1,Black or African American,2,Robbery,Violent Crimes,Highway/Road/Alley/Street,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,2,0,Not Hispanic or Latino
CA00-0000032571,2018,12,19,1942,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Unknown,Damage to vehicle,,1,0,1,0,Unknown
CA00-0000032572,2018,12,38,3801,1,1,Asian,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,1,0,1,0,
CA00-0000032573,2018,9,38,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,,Graffiti,,0,0,0,0,Unknown
CA00-0000032574,2018,12,38,3801,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Commercial/Office Building,Anti-Gay (Male),Sexual Orientation,Person,,Graffiti,,1,0,0,0,Unknown
CA00-0000032575,2018,12,38,3801,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Other Race/Ethnicity/Ancestry,Race/Ethnicity/Ancestry,Business,,Graffiti,,0,0,0,0,Unknown
CA00-0000032576,2018,12,38,3801,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,,Other,,2,0,0,0,Unknown
CA00-0000032577,2018,12,56,5609,2,2,Unknown,0,Arson,Property Crimes,Residence/Home/Driveway,Anti-Jewish,Religion,Person,"Arson, fire",Other,,2,0,0,0,Unknown
CA00-0000032578,2018,12,39,3906,2,2,White,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Other,,2,0,1,0,
CA00-0000032579,2018,10,49,4905,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Catholic,Religion,Religious,,Graffiti,,0,0,0,0,Unknown
CA00-0000032580,2018,12,43,4313,1,1,Unknown,0,Intimidation,Violent Crimes,Church/Synagogue/Temple,Anti-Multiple Religions (Group),Religion,Person,,Annoying telephone calls/fax,,1,0,0,0,Unknown
CA00-0000032582,2018,12,37,3711,1,1,White,2,Intimidation,Violent Crimes,Residence/Home/Driveway,Anti-Bisexual,Sexual Orientation,Person,,Verbal slurs,,1,0,2,0,Not Hispanic or Latino
CA00-0000032583,2018,12,37,3711,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Church/Synagogue/Temple,Anti-Other Religion,Religion,Religious,,Graffiti,,0,0,1,0,Not Hispanic or Latino
CA00-0000032584,2018,12,37,3711,2,2,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Specialty Store (TV/Fur/etc.),Anti-Black or African American,Race/Ethnicity/Ancestry,Person,,Graffiti,,2,0,0,0,Unknown
CA00-0000032585,2018,12,37,3711,1,1,White,1,Simple Assault,Violent Crimes,Service/Gas Station,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000032586,2018,3,19,1942,1,1,White,1,Intimidation,Violent Crimes,Parking Lot/Garage,Anti-Gay (Male),Sexual Orientation,Person,Unknown,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000032587,2018,5,19,1942,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,0,1,1,0,Not Hispanic or Latino
CA00-0000032588,2018,5,19,1942,1,1,Unknown,2,Intimidation,Violent Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,Unknown,Verbal slurs,,1,0,2,0,Unknown
CA00-0000032589,2018,5,19,1942,1,1,White,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Unknown,Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000032590,2018,5,19,1942,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,Unknown,Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000032591,2018,5,19,1942,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Jewish,Religion,Person,Unknown,Damage to vehicle,,1,0,1,0,Unknown
CA00-0000032592,2018,6,19,1942,1,0,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Business,Unknown,Graffiti,,0,0,1,0,Unknown
CA00-0000032593,2018,12,19,1912,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Vehicle,Verbal slurs,,1,0,1,0,
CA00-0000032594,2018,12,19,1912,1,1,Unknown,1,Larceny-Theft,Property Crimes,Highway/Road/Alley/Street,Anti-Other Religion,Religion,Person,Unknown,Other,,1,0,1,0,
CA00-0000032595,2018,12,19,1912,1,1,Unknown,1,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Other Religion,Religion,Person,Unknown,Damage to vehicle,,1,0,1,0,
CA00-0000032596,2018,12,19,1912,1,1,White,3,Destruction/Damage/Vandalism,Property Crimes,Highway/Road/Alley/Street,Anti-Other Religion,Religion,Person,"Personal weapons (hands, feet, teeth, etc.)",Damage to vehicle,,1,0,3,0,Not Hispanic or Latino
CA00-0000032597,2018,12,1,106,1,1,White,1,Aggravated Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000032598,2018,8,19,1942,1,1,Black or African American,1,Aggravated Assault,Violent Crimes,Air/Bus/Train Terminal,Anti-Gay (Male),Sexual Orientation,Person,Knife or other cutting or stabbing instrument,Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000032600,2018,9,19,1942,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000032601,2018,9,19,1942,1,1,Black or African American,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,0,1,1,0,Unknown
CA00-0000032602,2018,9,19,1942,1,1,Unknown,1,Intimidation,Violent Crimes,Other/Unknown,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Firearm (unknown whether handgun, rifle or shotgun)",Threatening letters/flyers/email,,1,0,1,0,Unknown
CA00-0000032603,2018,9,19,1942,1,1,Group of Multiple Races,1,Simple Assault,Violent Crimes,Other/Unknown,Anti-Gay (Male),Sexual Orientation,Person,"Other (bottle, rocks, spitting)",Other,,1,0,1,0,Hispanic or Latino
CA00-0000032604,2018,9,19,1942,1,1,Black or African American,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Verbal slurs,,1,0,1,0,Not Hispanic or Latino
CA00-0000032605,2018,10,19,1942,1,1,Black or African American,2,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Hispanic or Latino,Race/Ethnicity/Ancestry,Person,"Other (bottle, rocks, spitting)",Other,,0,1,2,0,Not Hispanic or Latino
CA00-0000032606,2018,9,19,1942,1,1,Unknown,1,Simple Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Hispanic or Latino
CA00-0000032607,2018,12,44,4400,1,1,White,1,Aggravated Assault,Violent Crimes,Highway/Road/Alley/Street,Anti-Arab,Race/Ethnicity/Ancestry,Person,"Blunt object (blugeon, club, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000032608,2018,12,19,1984,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Gay (Male),Sexual Orientation,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000032609,2018,12,10,1005,1,1,Black or African American,1,Destruction/Damage/Vandalism,Property Crimes,Residence/Home/Driveway,Anti-Gay (Male),Sexual Orientation,Person,Unknown,Verbal slurs,,1,0,1,0,Unknown
CA00-0000032610,2018,12,19,1984,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Jewish,Religion,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000032611,2018,12,19,1984,1,0,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,School-College/University,Anti-Jewish,Religion,Government,,Graffiti,,0,0,0,0,Unknown
CA00-0000032612,2018,12,10,1005,1,1,Asian,1,Intimidation,Violent Crimes,Service/Gas Station,Anti-Asian,Race/Ethnicity/Ancestry,Person,Unknown,Threatening letters/flyers/email,,1,0,1,0,Unknown
CA00-0000032613,2018,12,10,1005,1,1,Black or African American,1,Simple Assault,Violent Crimes,Parking Lot/Garage,Anti-White,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Verbal slurs,,1,0,1,0,Unknown
CA00-0000032614,2018,12,19,1941,1,0,White,1,Destruction/Damage/Vandalism,Property Crimes,Park/Playground,Anti-Black or African American,Race/Ethnicity/Ancestry,Government,,,,0,0,1,0,
CA00-0000032615,2018,11,34,3404,2,2,White,2,Aggravated Assault,Violent Crimes,Bar/Night Club,Anti-Gay (Male),Sexual Orientation,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,2,0,2,0,Hispanic or Latino
CA00-0000032616,2018,11,34,3404,1,1,White,1,Intimidation,Violent Crimes,Drug Store/Dr Office/Hospital,Anti-Lesbian,Sexual Orientation,Person,,Other,,1,0,1,0,Not Hispanic or Latino
CA00-0000032617,2018,12,34,3404,1,1,Unknown,0,Destruction/Damage/Vandalism,Property Crimes,Drug Store/Dr Office/Hospital,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,Unknown,Damage to vehicle,,1,0,0,0,Unknown
CA00-0000032618,2018,12,34,3404,2,2,Asian,1,Simple Assault,Violent Crimes,Residence/Home/Driveway,Anti-Black or African American,Race/Ethnicity/Ancestry,Person,"Personal weapons (hands, feet, teeth, etc.)",Other,,0,2,1,0,Not Hispanic or Latino
